content_id,content_type,thumbnail_url,title,summary,status,original_title
A0349,애니메이션,https://image.tmdb.org/t/p/w500/kejiJQxe1SQiiv7PImAbjQHf8L.jpg,쿠보 양은 나를 내버려두지 않아,"고등학교 1학년인 시라이시 준타에게는 누구도 흉내 낼 수 없는 성질을 가지고 있었다.

바로 옆에 있어도 눈치채지 못하고 매일 출석해도 결석했다고 오해받는 등,

그는 존재감이 제로인 '병풍' 남자였다.

그래도 그 나름대로 얌전한 학교 생활을 보내고 있었지만, 약간 성가진 점이 하나 있었다.

놀랍게도 같은 반의 '여주인공' 미소녀인 쿠보만이 그를 찾아내서 귀찮게 군다는 것이었다.  특별해질 수 없는 '병풍' 남자와 그 앞에 나타난 '여주인공'인 여자.

교실 모퉁이에선 청춘이 남모르게 물들기 시작했고, 누구든지 누군가에겐 특별한 존재가 될 수 있다.

하지만 그 감정을 '사랑'이라고 이름 붙이기에는 아직 두 사람 다 어렸다.

러브 코미디 2보 전진,

여주인공 여자 x 병풍 남자의 사춘기 스위트 코미디가 막을 연다.",방영 종료,久保さんは僕を許さない
A0350,애니메이션,https://image.tmdb.org/t/p/w500/s2j88mY08Ptl71TwbfwfDWvesvr.jpg,소드 아트 온라인 얼터너티브 건 게일 온라인,총과 강철의 세계 '건게일 온라인'에서 솔로 플레이를 만끽하던 여성 플레이어 렌. 귀여운 걸 좋아해 분홍색 의상으로만 꾸민 렌은 꾸준하게 플레이하면서 실력을 쌓아갔다. 그러다 PK 플레이에 재미를 느낀 렌은 아름답고 미스터리한 플레이어인 피토휘를 만나 함께 팀 대항 이벤트인 스쿼드 잼에 참가하기로 한다....,방영 종료,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン
A0351,애니메이션,https://image.tmdb.org/t/p/w500/hqOIldYJTq8eI1APi4tx4rZuiHe.jpg,사이키 쿠스오의 재난,"고등학교 2학년 사이키 쿠스오는 초능력자다. 그것도 사흘만에 지구를 멸망시킬 수 있을만큼 강력한 힘을 지녔다.

때문에 세상 사는 재미라고는 하나도 없었고, 그저 평범한 고교생인 척 위장하고 주변 사람들을 속이며 하루하루를 보내고 있다.

그런 사이키 쿠스오에게 어느날 친한 척 다가오는 사람이 생긴다. 하나는 바보요 또 하나는 중2병 환자... 덕분에 조용히 살고 싶다는 사이키 쿠스오의 바람과 정반대로 학창 생활은 꼬여만 간다.",방영 종료,斉木楠雄のΨ難
A0352,애니메이션,https://image.tmdb.org/t/p/w500/6sU4RJN7UUKM5vUNBQpFXPTEE14.jpg,환생했는데 제7왕자라 내맘대로 마술을 연마합니다,"마술에 중요한 것은 '가문', '재능', '노력'... 마술을 깊이 사랑하지만, 핏줄과 재능을 타고나지 못해 비참하게 죽은 마술사. 죽기 직전에 '마술을 더 연마하고, 배우고 싶었다'고 생각한 남자는 마술 혈통이 강한 살룸 왕국의 제7왕자 로이드로 환생한다. 과거의 기억을 가진 채로 완벽한 핏줄과 재능을 갖추고 다시 태어난 그는 전생에서는 이루지 못한 것을 이루기 위해 엄청난 마력으로 '내맘대로 마술을 연마하는' 굉장한 라이프를 즐긴다! 무대가 되는 것은 짐승이나 마인 소굴이 있는 이세계 이 작품은 마술에 능통한 자가 두려워할 정도로 절대적인 마력을 가진 로이드가 자신의 흥미가 가는 대로 마술을 배우고 연마하며 성장하는 모습을 그린다. 조금 무사태평하지만, 거대한 힘으로 압도하는 마술 배틀의 상쾌함과 박력이 담긴 '제7왕자'의 내맘대로 환생 이야기가 지금 시작된다!",방영 종료,転生したら第七王子だったので、気ままに魔術を極めます
A0353,애니메이션,https://image.tmdb.org/t/p/w500/ybhaeb88rbHoGgOWaznaV0JAqQ9.jpg,괴물사변,"예로부터 이 세상의 그림자에 숨어들어 사람들의 눈에 띄지 않으면서,

사람들과 관계되어 살아가는 괴물이라는 존재.

그들 중 대다수는 인간 세상에 적응해 사회 속에 섞여들어 살고 있다.

하지만 현대에는 인간과 필요 이상으로

깊게 관계를 맺으려 하는 경우가 다수 보고되는 상황.

탐정사무소를 운영하는 이누가미는 그런 괴물들이 일으키는

정체불명의 사건들 중 하나를 추적해 어느 시골 마을에 방문한다.

그리고 그곳에서 카바네라는 소년과 만나게 되는데....",방영 종료,怪物事変
A0354,애니메이션,https://image.tmdb.org/t/p/w500/AqCNaQ13kzij0RY54dvUOi1av4z.jpg,"슬라임을 잡으면서 300년, 모르는 사이에 레벨 MAX가 되었습니다","현대 일본에서 가혹한 사축 생활 중 과로사한 아이자와 아즈사(相沢梓. 27세)는, 일만하다 죽은 인생이 불쌍하다며

""내세에서는 원하는 대로 할 수 있는 힘을 줄게요. 뭘 원하나요?""라는 날개 달린 여성(아마도 신?)의 질문에 ""불로불사!""라고 대답한다.

다른 힘을 주겠다는 제안에도 그저 ""소금 등 필수품은 필요하니 마을과 그리 멀지 않지만 한적한 산골에서 느긋하게 자급자족하며 살고 싶다""

라는 소원을 바란 아즈사는 원하던 대로 불로불사의 17살 마녀의 몸으로 전생해 이세계 생활을 보내게 된다.

직업 관련 스킬 덕에 소소한 약을 만들어 인근 마을의 사람들과 교류도 하지만 기본은 언덕에 위치한 집에서 느긋한 자급자족 생활을 보내며

가끔 몸을 움직이고 싶을 때는 최약 몬스터인 슬라임을 퇴치하며 보내길 300년. 별로 대단치 않은 일에서 그녀의 스테이터스가 알려지게 된 후

원치 않는 방문객들이 끊이지 않게 되는데...",방영 종료,スライム倒して300年、知らないうちにレベルMAXになってました
A0355,애니메이션,https://image.tmdb.org/t/p/w500/qpx359iP6h1kwxSLVhVJDCzdkii.jpg,이 소리에 모여!,"토키세 고교의 신입생인 쿠라타 타케조는 동아리 발표회에서 미숙한 실력임에도 너무나도 즐겁게 고토를 연주하는 선배들의 모습에 감화되어 소쿄쿠 부에 입부한다.

그러나 1년이 지난 후 선배들이 졸업하자 동아리에 혼자만 남게 된 타케조. 설상가상으로 불량학생들이 부실을 점거하고 아지트처럼 사용하고 있는 상황이 되었다. 5명 이상의 부원을 모으지 못하면 폐부되는 상황에서 타케조는 열심히 부원을 모집해보려 하지만 학생들은 고토 같은 마이너한 악기에는 관심을 가져주지 않는다.

그러던 어느 날, 일대에서 악명을 떨치는 불량학생 쿠도 치카가 찾아오더니 입부 신청서를 내민다. 그리고 얼마 후 고토 종가 호즈키카이의 딸이자 천재소녀로 유명한 호즈키 사토와도 입부하면서 고토부에 파란이 불게 되는데...",방영 종료,この音とまれ！
A0356,애니메이션,https://image.tmdb.org/t/p/w500/6Br7tLfECdcFHYlKcPAMY7RWCTs.jpg,개구리 중사 케로로,퍼렁별 침략을 위해 찾아온 개구리 우주인의 이야기,방영 종료,ケロロ軍曹
A0357,애니메이션,https://image.tmdb.org/t/p/w500/cGR9NBOUNVI9UwMU9Urd2yAJJxd.jpg,단간론파 희망의 학원과 절망의 고교생,"전국으로부터 스포츠나 학문은 물론이고 갬블, 점술, 프로그래밍 등 각종 분야의 초고교급 재능을 가진 소수의 학생들을 선발해 교육하는 특수고교에 초고교급 행운이란 명목으로 추첨을 통해 입학한 소년 나에기 마코토. 첫 등교날 그는 다른 신입생들과 함께 학교 내부에 감금을 당하고, 어디선가 나타난 정체불명의 기계 곰 모노쿠마의 명령에 따라 서로를 죽인 뒤 범인을 추리해내야 하는 살인게임을 강요받는다.",방영 종료,ダンガンロンパ 希望の学園と絶望の高校生 The Animation
A0358,애니메이션,https://image.tmdb.org/t/p/w500/4yDFJ0VU1X8i8jeIjqnK70tZ211.jpg,역전재판,"새내기 변호사 나루호도 류이치는 처음 법정에서 갑자기 살인 사건을 다루게 된다. 의뢰인이자 초등 학교 단짝 친구, 야하리 마사시가 교제하고 있던 모델 고일 미카를 살해한 사건이다. 검찰관의 아내 타케 후미는 목격자로 야마노 호시를 소환하고 산야는 사건 당일 현장에서 달아난 야하리를 보았다고 증언한다. 궁지에 몰린 나루호도는 끝까지 야하리의 무죄를 믿고 증언과 증거품의 모순을 찾아 반격을 개시한다.",방영 종료,逆転裁判〜その「真実」、異議あり！〜
A0359,애니메이션,https://image.tmdb.org/t/p/w500/5GHvM6IqxjpNLGMLmmROYP39yWG.jpg,GTO 반항하지마,"사회 부조리적 문제들을 유쾌, 상쾌, 통쾌하게 해결하는 모습과 전직 폭주족이었던 오니즈카의 코믹한 교사로서의 생활 적응기를 그린 애니메이션",방영 종료,グレート・ティーチャー・オニヅカ
A0360,애니메이션,https://image.tmdb.org/t/p/w500/uRbeAnaZkvLEIJRNZb4Z7WaFNgy.jpg,오란고교 호스트부,"주인공 후지오카 하루히는 부잣집 자제들만 입학할 수 있는 오란고교에 특별대우 장학생으로 입학한 평범한 서민층 여고생이다. 하루히는 어느 날 공부할 장소를 찾아 교내를 돌아다니다가 우연히 오란고교 호스트부의 부실 안에 발을 들이게 되는데, 하필 사고로 부실 안에 있던 도자기를 깨트리고 만다. 하루히는 그 도자기 값을 배상하는 대신 호스트부의 일원이 되어 100명의 손님들에게 지명을 받아야 할 처지에 놓이게 되고, 그를 위해 고군분투하며 여러가지 사건을 겪게 된다.",방영 종료,桜蘭高校ホスト部
A0361,애니메이션,https://image.tmdb.org/t/p/w500/989rerHJIt8Nkxshkh8FPJgJvjj.jpg,로그 호라이즌,"전 세계에서 인기를 끌고 있는 북미계 MMORPG 「엘더테일」이 열두 번째 확장팩인 ""누스피어의 개간""(ノウアスフィアの開墾)이 패치되는 순간 당시 접속 중이던 엘더테일의 유저들이 느닷없이 게임 속으로 빨려 들어간다. 「엘더테일」의 헤비 게이머인 인챈터 시로에는 이 날 게임 접속하고 있다가 다른 게이머들과 함께 의식을 잃고, 게임 속 세상 안에서 깨어나게 된다. 시로에는 처음에는 당황했지만 특유의 침착함으로 상황을 빨리 받아들이고 전설적인 게이머 그룹 ""방탕아의 티파티""( ""디보처리 티파티""라고 불리기도 한다.) 전 멤버이자 동료였던 가디언 나오츠구, 실력 있는 어새신 아카츠키, 길드 초승달 동맹의 길드 마스터인 마리엘 등을 만나며 엘더테일 내의 누구보다도 빠르게 새롭게 바뀐 환경에 적응해간다.",방영 종료,ログ・ホライズン
A0362,애니메이션,https://image.tmdb.org/t/p/w500/npw6KVKDUJSY9cX1VWe4f3PgFdr.jpg,캐릭캐릭 체인지,겉으로 보이는 자신의 모습과 진정한 자신과의 괴리에 고민하던 소녀 아무가 '수호 캐릭터'들의 도움으로 자기자신을 버리려는 사람들을 도와주어 진정한 자신을 찾아가고 성장하는 이야기.,방영 종료,しゅごキャラ!
A0363,애니메이션,https://image.tmdb.org/t/p/w500/8yGBg40I36c98OeKMMjkJkCThkf.jpg,노라가미,혼자 학교 화장실에 숨어 울고 있는 여학생. 동급생의 괴롭힘에 힘들어하고 있던 그녀는 화장실 벽에 “고민을 해결해드립니다”라고 쓰여진 장난 같은 낙서를 보고 자기도 모르게 전화를 건다. 희미한 희망과 함께 그녀 앞에 나타난 것은---?!! 지금은 보잘 것 없지만 곧 크게 될(?) 떠돌이 신 야토가 당신의 고민을 해결해드립니다!!! 단돈 5엔이면 오케이!! 지금 전화주세요~~!,방영 종료,ノラガミ
A0364,애니메이션,https://image.tmdb.org/t/p/w500/6Apjxs1eRlp2H4WZHQoDXktXd76.jpg,아이돌 마스터,아이돌 그것은 영원한 소녀들의 동경. 하지만 그 정점에 서는 것은 극히 일부에 불과하다. 이것은 그러한 서바이벌의 세계에 도전해나가는 13명 소녀들의 이야기,방영 종료,アイドルマスター
A0365,애니메이션,https://image.tmdb.org/t/p/w500/warMYxTw1uStEluCaFnmUqoK7gx.jpg,"전생 귀족, 감정 스킬로 성공하다","이세계로 전생한 주인공 아르스 로벤트는, 작은 영지를 가지고 있는 약소 귀족 가문의 아이로 살게 되었다. 아르스에게 특별한 지력이나 무력은 없었으나, 태어나면서부터 다른 사람의 능력, 즉 스테이터스를 꿰뚫어 보는 '감정 스킬'을 가지고 있었다. 그 스킬을 활용해 세상에 잠들어 있는 '인재'를 발굴해, 약소 영지에서부터 최강의 영지로 변모시켜 나간다. 상냥한 아르스와, 개성 넘치는 인재들의 만남과 성장을 그리는 이세계 통일기가 지금 시작된다!",방영 중,転生貴族、鑑定スキルで成り上がる
A0366,애니메이션,https://image.tmdb.org/t/p/w500/rMQtHJKigcpdDENKJ7bzUmgfIlj.jpg,변경의 팔라딘,"일찍이 멸망한 죽은 자의 거리- 외딴 이 땅에 살아있는 아이, 윌이 있었다. 소년을 키우는 것은 세 명의 불사자(언데드). 호쾌한 해골검사인 브래드, 정숙한 신관 미라 마리, 괴팍한 유령 마법사 가스. 그들 세 사람에게 가름침을 받고, 사랑을 받으며 소년은 자랄 수 있었다. 그러던 어느 날 소년은 한 가지 의심을 품는다. “…’.나’는, 대체 누구일까?” 윌에 의해 밝혀지는 땅 끝의 거리에 숨겨진 불사자(언데드)들이 안고 있는 수수께끼. 선한 신들의 사랑과 자비 악한 신들의 편집과 광기 ---그 모든 것을 알게 될 때, 소년은 성기사(팔라딘)의 길을 걷기 시작한다.",방영 종료,最果てのパラディン
A0367,애니메이션,https://image.tmdb.org/t/p/w500/n16Ft1f7mXEWLTFIKlK8aoIwsti.jpg,니세코이,"야쿠자의 후계자지만 지극히 평범한 고교생 이치죠 라쿠.

그런 그 앞에 나타난 미소녀 전학생, 키리사키 치토게.

툭하면 싸우며 하나에서 열까지 으르렁대는 두 사람.

하지만 어떤 사정으로 인해 두 사람은 연인인 척 연기해야할 처지에 놓이는데...?!",방영 종료,ニセコイ
A0368,애니메이션,https://image.tmdb.org/t/p/w500/5NSAqp89A0UhiNjkAFBpLNi1Czy.jpg,이세계에서 치트 스킬을 얻은 나는 현실 세계에서도 무쌍한다~레벨업이 인생을 바꿨다~,"주인공인 '텐조 유야'는 옛날부터 왕따였다.

그는 아주 좋아했던 할아버지의 댁에서 혼자 생활하면서 고등학교에 다니고 있었다.  평소처럼 극심한 괴롭힘을 당하면서도 고등학교를 다니던 그는 얼마 안 되는 치유의 시간인 방학을 맞이한다.

그리고 방학을 이용하여 할아버지의 집을 청소하고 있을 때,  할아버지가 수집했던 것을 정리하려고 했더니 벽에서 뚫린 것 같은 문이 있었다.  호기심으로 그 문을 여는 순간 앞은~~~~

스테이터스라는 개념이 존재하는 이세계와 지구를 왔다갔다 하는 주인공의 치트 무쌍이 시작된다.",방영 중,異世界でチート能力を手にした俺は、現実世界をも無双する ～レベルアップは人生を変えた～
A0369,애니메이션,https://image.tmdb.org/t/p/w500/suv3m9ZAJf4rIWDGjN3amQpJRzj.jpg,『チェンソーマン』9 巻発売記念スペシャルPV,,개봉,『チェンソーマン』9 巻発売記念スペシャルPV
A0370,애니메이션,https://image.tmdb.org/t/p/w500/bzEpxah8vLNzPDrvswwgJ9rZQGX.jpg,그대들은 어떻게 살 것인가,"화재로 어머니를 잃은 11살 소년 ‘마히토’는 아버지와 함께 어머니의 고향으로 간다. 어머니에 대한 그리움과 새로운 보금자리에 적응하느라 힘들어하던 ‘마히토’ 앞에 정체를 알 수 없는 왜가리 한 마리가 나타나고, 저택에서 일하는 일곱 할멈으로부터 왜가리가 살고 있는 탑에 대한 신비로운 이야기를 듣게 된다. 그러던 어느 날, ‘마히토’는 사라져버린 새엄마 ‘나츠코’를 찾기 위해 탑으로 들어가고, 왜가리가 안내하는 대로 이세계(異世界)의 문을 통과하는데…!",개봉,君たちはどう生きるか
A0371,애니메이션,https://image.tmdb.org/t/p/w500/yEbyzK1cLDoZVIJV6auSr9yN5fG.jpg,마녀배달부 키키,"마녀 엄마와 인간 아빠 사이에서 태어난 소녀 키키는 13살이 되던 만월의 어느 밤, 검은 고양이 지지와 함께 집을 나와 마녀 수업을 떠난다. 평소 바다를 동경하던 키키는 바다에 떠있는 커다란 마을에 정착하게 되고, 그 곳에서 갑자기 도로에 뛰어들게 되어 경찰에게 잡히지만 돔보라는 친구를 만나 도망을 치게 된다. 키키는 빵가게 앞을 지나가다 마음씨 좋은 아주머니를 만나게 되고 그 빵집에서 첫 배달이 시작된다. 어느날 비행선 사고가 일어나는데, 거기에 돔보가 포함되어있다는 것을 알고 급히 현장으로 가게 되고, 청소부의 대걸레를 빌려 마법을 사용, 돔보를 구출하려 하는데...",개봉,魔女の宅急便
A0372,애니메이션,https://image.tmdb.org/t/p/w500/8VhwCJ9gqfGor5uk2sqt9ZqeacN.jpg,극장판 귀멸의 칼날: 무한열차편,"혈귀로 변한 여동생 ‘네즈코’를 되돌리기 위해 귀살대가 된 ‘탄지로’! 어둠 속을 달리는 무한열차에서 승객들이 흔적 없이 사라진다는 소식에 ‘젠이츠’, ‘이노스케’와 함께 임무 수행을 위해 무한열차에 탑승한다. 그리고 그곳에서 만난 귀살대 최강 검사 염주 ‘렌고쿠’! 이들은 무한열차에 숨어 있는 혈귀의 존재를 직감하고 모두를 구하기 위해 목숨을 건 혈전을 시작하는데…",개봉,劇場版「鬼滅の刃」無限列車編
A0373,애니메이션,https://image.tmdb.org/t/p/w500/74HIU5HgzrnLDHMbo0C3CX2Guek.jpg,Lv2부터 치트였던 전직 용사 후보의 유유자적 이세계 라이프,"상인으로서 하루하루 일하고 있던 버나저는 갑자기 클라이로드 마법국이라는 듣지도 보지도 못한 이세계로 '용사 후보'로서 소환되었다. 하지만, 레벨 1일 때의 능력이 일반 시민 수준이라는 이유로 용사 실격이라는 낙인이 찍힌 데다가 나라의 착오로 원래 세계로 돌아갈 수도 없게 되었다. 그렇게 버나저는 왕도에서 변경으로 추방되었지만 어떻게든 살아남기 위해 숲에서 그를 습격하는 슬라임을 격퇴했고, 레벨이 2가 되자 그의 스테이터스가 본 적 없는 '∞'이라는 기호로 변했는데. 이것은, 이름도 겉모습도 바꾼 채 이세계에서 사는 것을 선택한 '초월자'와, 적대하는 인간족에게 사랑에 빠진 마족의 파란만장한 신혼 스토리. 온갖 종족을 끌어들여서... 노려라, 평화로운 슬로 라이프!",방영 중,Lv2からチートだった元勇者候補のまったり異世界ライフ
A0374,애니메이션,https://image.tmdb.org/t/p/w500/8Q2ZxmzSLACTNOEx20qG989Z1S9.jpg,탐정학원 Q,"중학생 큐는 어릴 적에 유괴당했을 때 자신을 구출해 준 탐정을 동경하여 세계 최고의 탐정이 되기로 마음 먹는다.

그 꿈을 실현하기 위해 전설의 명탐정 단 모리히코가 설립한 탐정 양성 학교 DDS에 입학한 큐는 단이 소유한 경시청 특별 공인 탐정의 칭호를 계승할 수 있는 자격이 주어진 Q클래스의 일원이 된다.

그리고 같은 Q클래스 멤버인 미나미 메구미, 아마쿠사 류, 나루사와 카즈마, 토오야마 킨타로와 때로는 서로 경쟁하고 협력하면서 단 모리히코의 후계자를 목표로 나아간다.",방영 종료,探偵学園Q
A0375,애니메이션,https://image.tmdb.org/t/p/w500/wEcfIOZhOlYRJKlVL4s2WM8oulG.jpg,종말의 발키리,"7백만 년 인류 역사에 종지부를 찍기로 한 신들. 그들이 인간에게 마지막 기회를 준다. 전 세계의 신과 사상 최강의 인간이 일대일로 맞붙는 열세 번의 승부, ‘라그나로크’가 지금 시작된다!",방영 중,終末のワルキューレ
A0376,애니메이션,https://image.tmdb.org/t/p/w500/bQhmlSsqGCRn2Z896y6hY5DtDxk.jpg,갓슈벨!!,"""얼간이 근성은 내가 때려 고쳐주마!"" 친구 만들기 작전 실시!

머리가 너무 좋은 탓에 반에서 홀로 겉돌던 중학생 키요마로. 그의 집에 찾아든 것은 기묘한 주문이 적혀있는 수수께끼의 '붉은 책'과 불가사의한 꼬마 '갓슈'!

갓슈의 숨겨진 힘 때문에 키요마로의 운명은 크게 바뀌기 시작하는데….",방영 종료,金色のガッシュベル!!
A0377,애니메이션,https://image.tmdb.org/t/p/w500/7QTvOTafhP9IraqxzHi4trgPgjd.jpg,아즈망가 대왕,"무대는 어느 고등학교. 제멋대로인 유카리 선생님 반에 천재소녀 치요가 편입했다.

치요는 10살이지만 머리가 매우 좋기 때문에 고등학생이 된 것이다!

게다가 유카리 선생님 반에는 개성 넘치는 친구들이 모여있는데...

과연, 치요와 친구들은 제대로 된 고등학교 생활을 보낼 수 있을까?!",방영 종료,あずまんが大王 THE ANIMATION
A0378,애니메이션,https://image.tmdb.org/t/p/w500/fINgW0uXJA1Ln6uOJmyLnuAec6P.jpg,디지몬 어드벤처:,"서기 2020년. 네트워크는 이제 인간의 삶에 있어서 없어서는 안 되는 것이 되었다. 하지만 인간은 모른다. 네트워크 너머 무한한 디지털 세계와 그곳에 사는 디지몬들이 있는지…. 수도권을 중심으로 대규모 네트워크 오류가 발생한다. 엉망으로 깜박이는 신호와 글자가 일그러진 야외 텔레비전. 사이버 테러라고 보도하는 뉴스. 주인공은 도쿄 근교의 타워 아파트에 사는 초등학교 5학년 야가미 타이치. 주말 여름 캠프를 준비하기 위해 혼자 집에 남아 있었지만, 시부야에 나간 어머니와 여동생 히카리가 정차할 수 없게 된 전차를 타고 있었다. 어머니와 동생을 돕기 위해 시부야로 돌진한 타이치지만, 역의 홈에 가는 그 순간 - 「선택받은 아이들」에 이상한 현상이 일어나고, 타이치는 디지털 세계로! 아이들은 파트너 디지몬을 만나 미지의 ""모험""에 맞선다!",방영 종료,デジモンアドベンチャー：
A0379,애니메이션,https://image.tmdb.org/t/p/w500/1EkbDcfuRE70UlorGtZwgRAovQI.jpg,"촌구석 아저씨, 검성이 되다","촌구석 마을에서 도장을 운영하는 중년의 검술 사범, 베릴 가드넌트. 한때 검사로서 정상에 오르겠다는 꿈을 꿨지만, 자신의 부족한 실력을 깨닫고 한가롭게 살아가기로 한다. 그런 그에게 왕국의 기사단장으로 출세한 제자 알류시아가 10년 만에 찾아온다. ""선생님을 기사단의 특별 지도 사범으로 추천했고, 무사히 승인받았습니다""이로 인해 시골에서 한가롭게 살 생각이었던 베릴의 운명이 급격히 바뀌게 된다! 도시에서의 생활, 훌륭하게 성장한 제자들과의 재회, 새로운 동료, 그리고 강적과의 대결. 중년인 자신에게는 이 모든 게 버거운 일이라고 생각하지만, 오랜 세월 갈고닦은 실력 덕분에 '촌구석 검성'이라고 불리게 된다.",방영 중,片田舎のおっさん、剣聖になる
A0380,애니메이션,https://image.tmdb.org/t/p/w500/A2G5gYXMwg10sKpRUTq371TooVu.jpg,보글보글 스폰지밥,"세상에서 가장 안전하고 평화로운 세상인 ‘비키니 보톰’은 스폰지 밥의 삶의 터전이다. 그러나 그의 아늑한 보금자릴 떠나 새로운 모험을 하여야 할 운명이 그를 기다리고 있었다. 그것은 바로 도단 당한 넵튠 왕의 왕관을 다시 찾아내야 하는 거국적인 임무를 수행하여야 하는 것이었다.  하지만, 우연치 않게 ‘스폰지 밥’이 근무하는 회사의 사장이 도둑으로 몰리게 되고 ‘스폰지 밥’은 왕관도 구하면서 동시에 그의 사장도 위기에서 구하여 하는 엄청난 도전이 기다리고 있었다.  우리의 영웅 ‘스폰지 밥’과 그의 영원한 친구 ‘스타피시 패트릭’ 그리고 사장은 거사를 이루기 위하여 한번도 가본 적이 없는 미지의 바다를 향하여 용감하게 돌진하게 되는데…….",개봉,The SpongeBob SquarePants Movie
A0381,애니메이션,https://image.tmdb.org/t/p/w500/oEKkNxmrKrFhQ7SfefaRzD2rOB5.jpg,"그 남자, 그 여자의 사정","주인공 미야자와 유키노는 어려서부터 칭찬받는 것, 남들에게 추켜올려지는 것을 너무나도 좋아하던 허영의 여왕이다.  그녀는 남들에게 잘 보이기 위해 공부를 하고, 외모를 가꾸며, 학교의 여러 일을 도맡아 하는 등, 어려서부터 1위의 자리를 빼앗기지 않기 위해 엄청난 노력을 기울여온 모범생이다.  고교에 진학한 그녀는 자신에게 필적할 만한 우등 모범생 ""아리마 소이치로""를 만난다.  아리마는 어려서 남들에게 괄시받던 부모를 잃고 큰아버지의 집에서 자라난 학생으로, 자신을 떠맡아준 양부모를 욕되게 하지 않기 위해 자신의 모범적 모습을 만들어가던 소년이었다.  서로를 만나면서 둘은 약간의 트러블을 거쳐 연인 사이로 발전하게 된다.  여기에 미소년 아사바, 친구 츠바사를 비롯한 개성 넘치는 등장인물을 통해 아리마의 숨겨진 모습. 유키노에 대한 집단 따돌림등의 이야기가 펼쳐지는데...",방영 종료,彼氏彼女の事情
A0382,애니메이션,https://image.tmdb.org/t/p/w500/mxtX9hi6zCe5PQubdbtECeHPR7A.jpg,페이트 / 그랜드 오더 -절대마수전선 바빌로니아-,"서력 2015년. 마술이 아직까지 성립하고 있었던 최후의 시대. 인리계속보장기관 칼데아는 인간의 역사를 더 길고 강하게 존속시킨다는 사명 하에 마술로만은 볼 수 없는 세계, 과학으로는 헤아릴 수 없는 세계를 관측하여 인류의 결정적인 위기를 막기 위해 설립되었다. 어느 날, 칼데아에서 관측해온 미래가 사라지고 인류는 2017년까지 멸망할 것이라는 게 판명, 아니 증명되어버렸다. 그 원인으로 여겨진 것이 서력 2004년 일본의 지방 도시, 후유키. 이곳에 지금까지는 없었던 「관측할 수 없는 영역」이 나타난 것이다. 칼데아는 이것을 인류멸망의 원인으로 판단, 특이점의 조사 및 해명 혹은 파괴를 목적으로한 임무, ""성배탐색"" 그랜드 오더를 명한다.",방영 종료,Fate/Grand Order -絶対魔獣戦線バビロニア-
A0383,애니메이션,https://image.tmdb.org/t/p/w500/1pbtcqNDKeWErfsDQo82pTPXQjT.jpg,패밀리 가이,"로드 아일랜드의 쿼호그라는 도시에서 살아가는 가장 피터, 아내 로이스, 장녀 메그, 차남 크리스, 막내 스튜이, 개 브라이언으로 이루어진 그리핀 가족과 그 주변인들의 일상을 다루고 있다.",방영 중,Family Guy
A0384,애니메이션,https://image.tmdb.org/t/p/w500/6kPfATagtOXNve78BZTYVX2in38.jpg,이세계 원턴킬 누나 ~누나 동반 이세계 생활 시작했습니다~,"이세계 최강은 '내'가 아니라 '누나'?!

게임을 좋아하는 소년 이쿠사바 아사히는 교통사고를 당해 이세계로 가게 된다.

동경하던 모험가 생활을 만끽하려고 했지만 스테이터스는 설마 했던 마을 사람 수준.

몬스터에 쫓기다가 큰 위기에 빠진 그의 앞에 나타난 것은.

'괜찮니, '동생'아!'

몬스터를 원 킬로 쓰러뜨린 것은 아사히를 따라서 이세계로 온 누나 이쿠사바 마야였다!

어처구니 없는 사기 스킬을 가진 마야.

하지만 그녀는 과할 정도로 아사히를 사랑하고 있었는데......

최강 브라콤 누나와 그 사랑을 받는 최약 스테이터스를 가진 동생.

'이고깽!'이 아닌 '이누깽!' 이세계 라이프 스토리가 여기에 개막!",방영 종료,異世界ワンターンキル姉さん ～姉同伴の異世界生活はじめました～
A0385,애니메이션,https://image.tmdb.org/t/p/w500/jHJlz3T6LjpiTMsYASWdYPfzMT9.jpg,록맨 에그제,"GBA(게임보이 어드밴스)에서 출시된 게임이 애니메이션화!

현재보다 조금 더 먼 미래. 사람들은 고도로 전자화된 사회에서 살고 있었다. 모든 사람이 'PET'라고 불리는 휴대용 단말기를 소지하고 있었고, 그 안에 내장된 가상의 인격형 프로그램 '넷 내비'를 통해 일상 생활의 대부분을 네트워크를 통해 해결하고 있었다.  한편, 네트워크 범죄는 증가했으며, 그 중에서도 네트워크 범죄 집단 WWW(월드 스리)가 퍼뜨리는 바이러스는 사람들의 삶을 위협하고 있었다.

어느 날, 히카리 네토에게 아버지가 보낸 한 장의 CD-ROM. 그 안에는 록맨이라는 넷 내비가 프로그램되어 있었다.  처음에는 록맨에 당황하던 네토였지만, 파트너로서 함께 성장해 나가게 된다.  록맨에 숨겨진 힘, 네토의 천부적인 바이러스 버스팅 능력. 그리고 두 사람의 단단히 결속된 우정이, 네트워크에 숨은 어둠을 밝혀나간다!",방영 종료,ロックマン エグゼ
